"SET_PREFIX","SET_POSTFIX","SET_NAME","SET_YEAR","SET_THEME","NUMBER_OF_PARTS"
"5832","1","VANILLA'S MAGIC TEA PARTY",2001,"319",11
"5833","1","ROSITA'S WONDERFUL STABLE",2001,"319",38
"5834","1","THE ENCHANTED GARDEN",2001,"319",98
"5835","1","DANCE STUDIO",1996,"322",37
"5836","1","BEAUTIFUL BABY PRINCESS",2002,"319",23
"5837","1","FLORA'S BUBBLING BATH",2002,"319",27
"5838","1","THE WICKED MADAM FROST",2002,"319",36
"5840","1","GARDEN PLAYMATES",1995,"322",92
"5841","1","BEACH FUN",1998,"323",42
"5842","1","VANILLA'S FROSTY SLEIGHRIDE",2002,"319",33
"5843","1","QUEEN ROSE AND THE LITTLE PRINCE CHARMING",2002,"319",68
"5844","1","DOLPHIN WINDSURFER",1998,"323",17
"5845","1","DOLPHIN SHOW",1998,"323",51
"5846","1","DESERT ISLAND",1998,"323",94
"5847","1","SURFERS' PARADISE",1998,"323",135
"5848","1","FAMILY YACHT / LUXURY CRUISER",1998,"323",226
"5850","1","THE ROYAL CRYSTAL PALACE",2002,"319",153
"585","1","POLICE HEADQUARTERS",1976,"421",300
"5853","1","LUCINDA AND CRESSIDA",1997,"323",5
"5854","1","PONY TREKKING",1997,"323",53
"5855","1","RIDING STABLES",1997,"323",159
"5856","1","PAPRIKA AND THE MISCHIEVOUS MONKEY",2003,"320",47
"5857","1","SAFRAN'S AMAZING BAZAAR",2003,"320",96
"5858","1","THE GOLDEN PALACE, BLUE BOX",2003,"320",174
"5858","2","THE GOLDEN PALACE, PURPLE/SILVER BOX",2004,"320",174
"5859","1","LITTLE GARDEN FAIRY",2003,"319",49
"5860","1","LOVE 'N' LULLABIES",1994,"322",49
"5861","1","FAIRY ISLAND",2003,"319",105
"5862","1","FLOWER FAIRY PARTY [BLUE BOX]",2003,"319",151
"5862","2","FLOWER FAIRY PARTY [PURPLE/SILVER BOX]",2004,"319",153
"5864","1","MINI HELICOPTER",2010,"24",52
"5865","1","MINI DUMPER",2010,"22",60
"5866","1","ROTOR RESCUE",2010,"38",149
"5867","1","SUPER SPEEDSTER",2010,"38",278
"5868","1","FEROCIOUS CREATURES",2010,"38",416
"5870","1","PRETTY PLAYLAND",1994,"322",101
"5871","1","RIDING STABLES",2002,"323",159
"5872","1","GOLDEN LAND PROMO (POLYBAG)",2003,"320",32
"5873","1","FAIRYLAND PROMO (POLYBAG)",2003,"319",19
"5874","1","NURSERY",1997,"321",61
"5875","1","HOSPITAL WARD",1996,"321",108
"5876","1","HOSPITAL WARD",1996,"321",105
"5877","1","WEDDING COACH",2004,"319",73
"5880","1","PRIZE PONY STABLES",1994,"323",124
"588","1","POLICE HEADQUARTERS",1979,"80",376
"5882","1","AMBUSH ATTACK",2012,"481",80
"5883","1","TOWER TAKEDOWN",2012,"481",136
"5884","1","RAPTOR CHASE",2012,"481",258
"5885","1","TRICERATOPS TRAPPER",2012,"481",270
"5886","1","T-REX HUNTER",2012,"481",474
"5887","1","DINO DEFENSE HQ",2012,"481",785
"5888","1","OCEAN INTERCEPTOR",2012,"481",221
"5890","1","PRETTY WISHES PLAYHOUSE",1994,"322",229
"5891","1","APPLE TREE HOUSE",2010,"38",539
"5892","1","SONIC BOOM",2010,"38",539
"5893","1","OFFROAD POWER",2010,"38",1061
"5895","1","VILLA BELVILLE",1996,"322",328
"5898","1","CAR BUILDING SET",2010,"37",135
"5899","1","HOUSE BUILDING SET",2010,"37",126
"5900","1","ADVENTURER - JOHNNY THUNDER",1998,"297",13
"590","1","ENGINE CO. NO. 9",1978,"74",337
"5901","1","RIVER RAFT",1999,"299",19
"5902","1","RIVER RAFT",1999,"299",19
"5903","1","JOHNNY THUNDER AND BABY T",2000,"298",23
"5904","1","MICROCOPTER",2000,"298",28
"5905","1","HIDDEN TREASURE",1999,"299",33
"5906","1","RULER OF THE JUNGLE",1999,"299",23
"5909","1","TREASURE RAIDERS SET WITH MUMMY STORAGE CONTAINER",1998,"297",196
"5911","1","JOHNNY THUNDER'S PLANE",2000,"298",22
"5912","1","HYDROFOIL",2000,"298",19
"5913","1","DR. LIGHTNING'S CAR",2000,"298",21
"5914","1","BABY T-REX TRAP",2000,"298",21
"5918","1","SCORPION TRACKER",1998,"297",35
"5919","1","THE VALLEY OF THE KINGS",1998,"297",164
"5920","1","ISLAND RACER",2000,"298",50
"5921","1","RESEARCH GLIDER",2000,"298",57
"5923","1","WESTERN PICTURE FRAME",2002,"477",144
"5924","1","CASTLE PICTURE FRAME",2002,"408",116
"5925","1","PONTOON PLANE",1999,"299",72
"5928","1","BI-WING BARON",1998,"297",70
"5929","1","KNIGHT AND CASTLE BUILDING SET",2011,"25",145
"5930","1","ROAD CONSTRUCTION BUILDING SET",2011,"26",121
"5932","1","MY FIRST LEGO SET",2011,"22",227
"5933","1","AIRPORT BUILDING SET",2011,"24",309
"5934","1","DINO EXPLORER",2000,"298",90
"5935","1","ISLAND HOPPER",2000,"298",205
"5936","1","SPIDER'S SECRET",1999,"299",129
"5938","1","OASIS AMBUSH",1998,"297",82
"5940","1","DOLL HOUSE",2004,"322",207
"5941","1","RIDING SCHOOL",2004,"323",176
"5942","1","POP STUDIO",2004,"322",102
"5943","1","INTERIOR DESIGNER",2004,"322",94
"5944","1","CAT SHOW",2004,"322",32
"5945","1","WINNIE THE POOH'S PICNIC",2011,"504",13
"5946","1","TIGGER'S EXPEDITION",2011,"504",26
"5948","1","DESERT EXPEDITION",1998,"297",195
"5950","1","BABY ANKYLOSAURUS (POLYBAG)",2001,"386",37
"5951","1","BABY IGUANODON (POLYBAG)",2001,"386",23
"5952","1","BABY BRACHIOSAURUS (POLYBAG)",2001,"386",31
"5953","1","BABY DIMETRODON (POLYBAG)",2001,"386",20
"5955","1","ALL TERRAIN TRAPPER",2000,"298",191
"5956","1","EXPEDITION BALLOON",1999,"299",173
"5958","1","MUMMY'S TOMB",1998,"297",258
"5960","1","THE MERMAID CASTLE",2005,"319",231
"5961","1","SNOW QUEEN",2005,"319",55
"5962","1","THE TINDERBOX",2005,"319",84
"5963","1","THE PRINCESS AND THE PEA",2005,"319",50
"5964","1","THUMBELINA",2005,"319",45
"5965","1","EXO-SUIT ROBOT",2006,"389",24
"5966","1","GLIDER",2006,"389",22
"5967","1","TAKESHI WALKER 2",2006,"389",22
"5969","1","SQUIDMAN ESCAPE",2009,"141",41
"5970","1","FREEZE RAY FRENZY",2009,"141",79
"5971","1","GOLD HEIST",2009,"141",204
"5972","1","SPACE TRUCK GETAWAY [CONTAINER HEIST]",2009,"141",270
"5973","1","HYPERSPEED PURSUIT",2009,"141",455
"5974","1","GALACTIC ENFORCER",2009,"141",824
"5975","1","T-REX TRANSPORT",2000,"298",323
"5976","1","RIVER EXPEDITION",1999,"299",318
"5977","1","BEARS ON THE BEACH",2001,"323",17
"5978","1","SPHINX SECRET SURPRISE",1998,"297",353
"5979","1","MAX SECURITY TRANSPORT",2009,"141",315
"5980","1","SQUIDMAN'S PITSTOP - LIMITED EDITION",2009,"141",375
"5981","1","RAID VPR",2010,"141",68
"5982","1","SMASH 'N' GRAB",2010,"141",187
"5983","1","SP UNDERCOVER CRUISER",2010,"141",308
"5984","1","LUNAR LIMO",2010,"141",378
"5985","1","SPACE POLICE CENTRAL",2010,"141",629
"5986","1","AMAZON ANCIENT RUINS",1999,"299",463
"5987","1","DINO RESEARCH COMPOUND",2000,"298",618
"5988","1","PHARAOH'S FORBIDDEN RUINS",1998,"297",720
"599","1","SUPER BASIC SET",1982,"469",744
"5994","1","CATAPULT",2005,"198",27
"5998","1","VLADEK",2005,"198",6
"5999","1","JAYKO",2005,"198",6
"60000","1","FIRE MOTORCYCLE",2013,"58",39
"6000","1","IDEA BOOK 6000",1980,"497",2
"60001","1","FIRE RESCUE",2013,"58",79
"60002","1","FIRE TRUCK",2013,"58",208
"60003","1","FIRE EMERGENCY",2013,"58",300
"60004","1","FIRE STATION",2013,"58",750
"60005","1","FIRE BOAT",2013,"58",221
"60006","1","POLICE ATV",2013,"61",51
"60007","1","HIGH SPEED CHASE",2013,"61",283
"60008","1","MUSEUM BREAK-IN",2013,"61",562
"60009","1","HELICOPTER ARREST",2013,"61",349
"600","1","AMBULANCE",1970,"420",21
"60010","1","FIRE HELICOPTER",2013,"58",224
"6001095","1","HULK",2012,"487",4
"60011","1","SURFER RESCUE",2013,"55",31
"60012","1","COAST GUARD 4 X 4",2013,"55",127
"60013","1","COAST GUARD HELICOPTER",2013,"55",232
"60014","1","COAST GUARD PATROL",2013,"55",455
"60015","1","COAST GUARD PLANE",2013,"55",279
"60016","1","TANKER TRUCK",2013,"63",190
"60017","1","FLATBED TRUCK",2013,"63",211
"60018","1","CEMENT MIXER",2013,"56",220
"60019","1","STUNT PLANE",2013,"53",139
"600","2","POLICE PATROL",1978,"80",23
"60020","1","CARGO TRUCK",2013,"54",319
"6002","1","TOWN FIGURES",1983,"84",20
"60021","1","CARGO HELIPLANE",2013,"53",388
"6002","2","CASTLE FIGURES",1983,"189",22
"60022","1","CARGO TERMINAL",2013,"53",649
"60023","1","CITY STARTER SET",2013,"52",267
"60024","1","ADVENT CALENDAR 2013, CITY",2013,"208",24
"60024","10","ADVENT CALENDAR 2013, CITY (DAY  9)",2013,"220",4
"60024","11","ADVENT CALENDAR 2013, CITY (DAY 10)",2013,"220",8
"60024","12","ADVENT CALENDAR 2013, CITY (DAY 11)",2013,"220",15
"60024","13","ADVENT CALENDAR 2013, CITY (DAY 12)",2013,"220",21
"60024","14","60024 ADVENT CALENDAR 2013, CITY (DAY 13)",2013,"220",6
"60024","15","60024 ADVENT CALENDAR 2013, CITY (DAY 14)",2013,"220",16
"60024","16","60024 ADVENT CALENDAR 2013, CITY (DAY 15)",2013,"220",12
"60024","17","60024 ADVENT CALENDAR 2013, CITY (DAY 16)",2013,"220",13
"60024","18","60024 ADVENT CALENDAR 2013, CITY (DAY 17)",2013,"220",8
"60024","19","60024 ADVENT CALENDAR 2013, CITY (DAY 18)",2013,"220",7
"60024","2","ADVENT CALENDAR 2013, CITY (DAY  1)",2013,"220",5
"60024","20","60024 ADVENT CALENDAR 2013, CITY (DAY 19)",2013,"220",10
"60024","21","60024 ADVENT CALENDAR 2013, CITY (DAY 20)",2013,"220",10
"60024","22","60024 ADVENT CALENDAR 2013, CITY (DAY 21)",2013,"220",19
"60024","23","60024 ADVENT CALENDAR 2013, CITY (DAY 22)",2013,"220",15
"60024","24","60024 ADVENT CALENDAR 2013, CITY (DAY 23)",2013,"220",18
"60024","25","60024 ADVENT CALENDAR 2013, CITY (DAY 24) SANTA",2013,"220",6
"60024","3","ADVENT CALENDAR 2013, CITY (DAY  2)",2013,"220",11
"60024","4","ADVENT CALENDAR 2013, CITY (DAY  3)",2013,"220",3
"60024","5","ADVENT CALENDAR 2013, CITY (DAY  4)",2013,"220",6
"60024","6","ADVENT CALENDAR 2013, CITY (DAY  5)",2013,"220",8
"60024","7","ADVENT CALENDAR 2013, CITY (DAY  6)",2013,"220",6
"60024","8","ADVENT CALENDAR 2013, CITY (DAY  7)",2013,"220",9
"60024","9","ADVENT CALENDAR 2013, CITY (DAY  8)",2013,"220",8
"60025","1","GRAND PRIX TRUCK",2013,"52",322
"60026","1","TOWN SQUARE",2013,"63",916
"60027","1","MONSTER TRUCK TRANSPORTER",2013,"52",306
"60031","1","CITY CORNER {RE-ISSUE FROM SET 7641-1}",2013,"63",478
"60032","1","ARCTIC SNOWMOBILE",2014,"65",44
"60033","1","ARCTIC ICE CRAWLER",2014,"65",112
"60034","1","ARCTIC HELICRANE",2014,"65",262
"60035","1","ARCTIC OUTPOST",2014,"65",373
"60036","1","ARCTIC BASE CAMP",2014,"65",731
"6004","1","CROSSBOW CART",1997,"195",21
"60041","1","CROOK PURSUIT",2014,"61",38
"60042","1","HIGH SPEED POLICE CHASE",2014,"61",109
"60043","1","PRISONER TRANSPORTER",2014,"61",196
"60044","1","MOBILE POLICE UNIT",2014,"61",374
"60045","1","POLICE PATROL",2014,"61",407
"60046","1","HELICOPTER SURVEILLANCE",2014,"61",526
"60047","1","POLICE STATION",2014,"61",852
"60048","1","POLICE DOG UNIT",2014,"61",248
"60049","1","HELICOPTER TRANSPORTER",2014,"61",381
"60050","1","TRAIN STATION",2014,"66",422
"60051","1","HIGH-SPEED PASSENGER TRAIN",2014,"66",608
"6005188","1","DARTH MAUL",2012,"166",8
"60052","1","CARGO TRAIN",2014,"66",887
"60053","1","RACE CAR",2014,"52",99
"60054","1","LIGHT REPAIR TRUCK",2014,"52",94
"60055","1","MONSTER TRUCK",2014,"52",77
"60056","1","TOW TRUCK",2014,"52",226
"60057","1","CAMPER VAN",2014,"52",194
"60058","1","SUV WITH WATERCRAFT",2014,"52",218
"60059","1","LOGGING TRUCK",2014,"52",227
"60060","1","AUTO TRANSPORTER",2014,"52",350
"60061","1","AIRPORT FIRE TRUCK",2014,"52",325
"6006139","1","BEST FRIENDS PROMOTIONAL BRICK SET",2012,"494",2
"60062","1","ARCTIC ICEBREAKER",2014,"65",712
"60063","1","ADVENT CALENDAR 2014 CITY",2014,"208",24
"60063","10","ADVENT CALENDAR 2014 CITY (DAY 9) HANDCART WITH BREAD",2014,"220",6
"60063","11","ADVENT CALENDAR 2014 CITY (DAY 10) SMALL CATAPULT",2014,"220",7
"60063","12","ADVENT CALENDAR 2014 CITY (DAY 11) POLICEMAN WITH MEGAPHONE AND SHEET MUSIC",2014,"220",6
"60063","13","ADVENT CALENDAR 2014 CITY (DAY 12) DUCK WITH REMOTE CONTROL",2014,"220",10
"60063","14","ADVENT CALENDAR 2014 CITY (DAY 13) BURGLAR WITH BAG AND FLASHLIGHT",2014,"220",8
"60063","15","ADVENT CALENDAR 2014 CITY (DAY 14) SLED",2014,"220",7
"60063","16","ADVENT CALENDAR 2014 CITY (DAY 15) DOG WITH BONE AND FOOD DISH",2014,"220",3
"60063","17","ADVENT CALENDAR 2014 CITY (DAY 16) SANTA'S SNOWMOBILE",2014,"220",13
"60063","18","ADVENT CALENDAR 2014 CITY (DAY 17) SANTA'S SLED WITH BOX",2014,"220",11
"60063","19","ADVENT CALENDAR 2014 CITY (DAY 18) POLICEMAN WITH CUP AND HANDCUFFS",2014,"220",6
"60063","2","ADVENT CALENDAR 2014 CITY (DAY 1) BOY POSTING CHRISTMAS MAIL",2014,"220",5
"60063","20","ADVENT CALENDAR 2014 CITY (DAY 19) TURKEY DINNER",2014,"220",11
"60063","21","ADVENT CALENDAR 2014 CITY (DAY 20) AXE, SHOVEL AND LOGS",2014,"220",5
"60063","22","ADVENT CALENDAR 2014 CITY (DAY 21) CHRISTMAS PRESENT AND STOCKING",2014,"220",14
"60063","23","ADVENT CALENDAR 2014 CITY (DAY 22) CHRISTMAS TREE",2014,"220",21
"60063","24","ADVENT CALENDAR 2014 CITY (DAY 23) TRICYCLE",2014,"220",14
"60063","25","ADVENT CALENDAR 2014 CITY (DAY 24) SANTA WITH BAG AND COOKIE",2014,"220",7
"60063","3","ADVENT CALENDAR 2014 CITY (DAY 2) MAILBOX WITH GREEN FROG",2014,"220",8
"60063","4","ADVENT CALENDAR 2014 CITY (DAY 3) SNOWMAN",2014,"220",5
"60063","5","ADVENT CALENDAR 2014 CITY (DAY 4) PIE STALL",2014,"220",6
"60063","6","ADVENT CALENDAR 2014 CITY (DAY 5) GIRL WITH CROISSANT",2014,"220",5
"60063","7","ADVENT CALENDAR 2014 CITY (DAY 6) FRUIT STALL",2014,"220",16
"60063","8","ADVENT CALENDAR 2014 CITY (DAY 7) LITTLE SHOP",2014,"220",18
"60063","9","ADVENT CALENDAR 2014 CITY (DAY 8) GIRL ON ICE SKATES",2014,"220",6
"60064","1","ARCTIC SUPPLY PLANE",2014,"65",372
"60065","1","ATV PATROL",2015,"61",57
"60066","1","SWAMP POLICE STARTER SET",2015,"61",78
"60067","1","HELICOPTER PURSUIT",2015,"61",252
"60068","1","CROOKS’ HIDEOUT",2015,"61",468
"60069","1","SWAMP POLICE STATION",2015,"61",706
"60070","1","WATER PLANE CHASE",2015,"61",261
"6007","1","BAT LORD",1997,"195",16
"60071","1","HOVERCRAFT ARREST",2015,"61",328
"60072","1","DEMOLITION STARTER SET",2015,"56",85
"60073","1","SERVICE TRUCK",2015,"56",232
"60074","1","BULLDOZER",2015,"56",383
"60075","1","EXCAVATOR AND TRUCK",2015,"56",310
"60076","1","DEMOLITION SITE",2015,"56",774
"60077","1","SPACE STARTER SET",2015,"93",107
"60078","1","UTILITY SHUTTLE",2015,"93",154
"60079","1","TRAINING JET TRANSPORTER",2015,"93",448
"60080","1","SPACEPORT",2015,"93",584
"6008","1","ROYAL KING",1995,"201",12
"60081","1","PICKUP TOW TRUCK",2015,"63",209
"60082","1","DUNE BUGGY TRAILER",2015,"64",221
"60083","1","SNOWPLOW TRUCK",2015,"63",195
"60084","1","RACING BIKE TRANSPORTER",2015,"63",177
"60085","1","4X4 WITH POWERBOAT",2015,"59",299
"60086","1","CITY STARTER SET",2015,"52",238
"60088","1","FIRE STARTER SET",2015,"58",92
"60090","1","DEEP SEA SCUBA SCOOTER",2015,"86",42
"6009","1","BLACK KNIGHT",1992,"188",24
"60091","1","DEEP SEA STARTER SET",2015,"86",90
"60092","1","DEEP SEA SUBMARINE",2015,"86",273
"60093","1","DEEP SEA HELICOPTER",2015,"86",386
"60095","1","DEEP SEA EXPLORATION VESSEL",2015,"86",715
"60096","1","DEEP SEA OPERATION BASE",2015,"86",905
"60097","1","CITY SQUARE",2015,"63",1678
"60098","1","HEAVY-HAUL TRAIN",2015,"66",982
"60099","1","LEGO® CITY ADVENT CALENDAR 2015",2015,"208",278
"60100","1","AIRPORT STARTER SET",2016,"53",81
"6010","1","SUPPLY WAGON",1984,"199",36
"60101","1","AIRPORT CARGO PLANE",2016,"53",156
"60102","1","AIRPORT VIP SERVICE",2016,"53",364
"60103","1","AIRPORT AIR SHOW",2016,"53",677
"60104","1","AIRPORT PASSENGER TERMINAL",2016,"53",692
"60105","1","FIRE ATV",2016,"58",64
"60106","1","FIRE STARTER SET",2016,"58",90
"60107","1","FIRE LADDER TRUCK",2016,"58",213
"60108","1","FIRE RESPONSE UNIT",2016,"58",256
"60109","1","FIRE BOAT",2016,"58",411
"601","1","SHELL GAS PUMP",1978,"76",12
"60110","1","FIRE STATION",2016,"58",918
"6011","1","BLACK KNIGHT'S TREASURE",1985,"187",27
"60111","1","FIRE UTILITY TRUCK",2016,"58",367
"60112","1","FIRE ENGINE",2016,"58",375
"60113","1","RALLY CAR",2016,"63",104
"60114","1","RACE BOAT",2016,"52",94
"60115","1","4 X 4 OFF ROADER",2016,"64",184
"60116","1","AMBULANCE PLANE",2016,"60",183
"60117","1","VAN & CARAVAN",2016,"63",250
"60118","1","GARBAGE TRUCK",2016,"52",247
"60119","1","FERRY",2016,"59",301
"601","2","TOW TRUCK",1970,"397",21
"60120","1","VOLCANO STARTER SET",2016,"52",83
"6012","1","SIEGE CART",1986,"199",54
"60121","1","VOLCANO EXPLORATION TRUCK",2016,"52",174
"60122","1","VOLCANO CRAWLER",2016,"52",323
"60123","1","VOLCANO SUPPLY HELICOPTER",2016,"52",329
"60124","1","VOLCANO EXPLORATION BASE",2016,"52",823
"60125","1","VOLCANO HEAVY-LIFT HELICOPTER",2016,"52",1273
"60126","1","TIRE ESCAPE",2016,"61",47
"60127","1","PRISON ISLAND STARTER SET",2016,"61",92
"60128","1","POLICE PURSUIT",2016,"61",184
"60129","1","POLICE PATROL BOAT",2016,"61",200
"60130","1","PRISON ISLAND",2016,"61",753
"6013","1","SAMURAI SWORDSMAN",1998,"434",13
"60131","1","CROOKS ISLAND",2016,"61",243
"60132","1","SERVICE STATION",2016,"63",513
"60133","1","CITY ADVENT CALENDAR 2016",2016,"208",290
"60134","1","FUN IN THE PARK - CITY PEOPLE PACK",2016,"52",160
"60135","1","ATV ARREST",2017,"61",47
"60136","1","POLICE STARTER SET",2017,"61",80
"60137","1","TOW TRUCK TROUBLE",2017,"61",144
"60138","1","HIGH-SPEED CHASE",2017,"61",297
"60139","1","MOBILE COMMAND CENTER",2017,"61",373
"60140","1","BULLDOZER BREAK-IN",2017,"61",558
"60141","1","POLICE STATION",2017,"80",893
"60142","1","MONEY TRANSPORTER",2017,"61",137
"60143","1","AUTO TRANSPORT HEIST",2017,"61",402
"60144","1","RACE PLANE",2017,"53",88
"60145","1","BUGGY",2017,"63",80
"60146","1","STUNT TRUCK",2017,"52",90
"60147","1","FISHING BOAT",2017,"52",125
"60148","1","ATV RACE TEAM",2017,"63",238
"60149","1","4X4 WITH CATAMARAN",2017,"52",197
"60150","1","PIZZA VAN",2017,"63",249
"60151","1","DRAGSTER TRANSPORTER",2017,"52",334
"60152","1","SWEEPER & EXCAVATOR",2017,"52",298
"60159","1","JUNGLE HALFTRACK MISSION",2017,"614",378
"60160","1","JUNGLE MOBILE LAB",2017,"614",423
"6016","1","KNIGHTS' ARSENAL",1987,"199",37
"6017","1","KING'S OARSMEN",1987,"199",45
"6018031","1","MASTER BUILDER ACADEMY: KITS 7-9 SUBSCRIPTION",2012,"432",0
"6018","1","BATTLE DRAGON",1990,"188",54
"6020","1","MAGIC SHOP",1993,"186",47
"602","1","FIRE CHIEF'S CAR",1978,"74",24
"6021","1","JOUSTING KNIGHTS",1984,"199",37
"602","2","FIRE TRUCK",1970,"417",30
"6022","1","HORSE CART",1984,"199",43
"6023","1","MAIDEN'S CART",1986,"199",45
"6024","1","BANDIT AMBUSH",1996,"191",60
"6026","1","KING LEO",2000,"197",21
"6027","1","BAT LORD'S CATAPULT",1997,"195",54
"6028","1","TREASURE CART",1998,"195",23
"6029","1","TREASURE GUARD",1998,"195",23
"6030","1","CATAPULT",1984,"187",83
"603","1","SIDECAR",1978,"85",26
"6031","1","FRIGHT FORCE",1998,"195",28
"6032","1","CATAPULT CRUSHER",2000,"197",56
"603","3","VINTAGE CAR",1970,"397",36
"6033","1","TREASURE TRANSPORT",1998,"434",59
"6034","1","BLACK MONARCH'S GHOST",1990,"188",46
"6035","1","CASTLE GUARD",1987,"187",52
"6036","1","SKELETON SURPRISE",1995,"201",74
"6037","1","WITCH'S WINDSHIP",1997,"195",60
"6038","1","WOLFPACK RENEGADES",1992,"203",98
"6039","1","TWIN-ARM LAUNCHER",1988,"199",77
"6040","1","BLACKSMITH SHOP",1984,"199",93
"604","1","SHELL SERVICE CAR",1978,"76",21
"6041","1","ARMOR SHOP",1986,"199",113
"604","2","EXCAVATOR",1971,"416",28
"6042","1","DUNGEON HUNTERS",1990,"190",111
"6043","1","DRAGON DEFENDER",1993,"186",156
"6043173","1","FRIENDS BAKING SET",2013,"494",20
"6044","1","KING'S CARRIAGE",1995,"201",127
"6045","1","NINJA SURPRISE",1998,"434",112
"6046","1","HEMLOCK STRONGHOLD",1996,"191",220
"6047","1","TRAITOR TRANSPORT",1997,"195",145
"6048","1","MAJISTO'S MAGICAL WORKSHOP",1993,"186",188
"6049","1","VIKING VOYAGER",1987,"199",101
"605","1","STREET SWEEPER",1978,"85",18
"6051","1","PLAY WITH LETTERS",2011,"504",62
"605","2","TAXI",1971,"397",18
"6053","1","MY FIRST LEGO TOWN",2011,"37",709
"6054","1","FORESTMEN'S HIDEOUT",1988,"194",201
"6055","1","PRISONER CONVOY",1985,"199",116
"6056","1","DRAGON WAGON",1993,"186",109
"6057","1","SEA SERPENT",1992,"188",128
"6058324","1","CANADA 2013 TOYS R US EASTER EGG GIVEAWAY",2013,"229",62
"6059","1","KNIGHT'S STRONGHOLD",1990,"188",227
"6060","1","KNIGHT'S CHALLENGE",1989,"199",168
"606","1","AMBULANCE",1978,"78",25
"6061","1","SIEGE TOWER",1984,"199",216
"606","2","TIPPER LORRY",1972,"416",22
"6062","1","BATTERING RAM",1987,"187",240
"6066","1","CAMOUFLAGED OUTPOST",1987,"194",228
"6067","1","GUARDED INN",1986,"199",256
"607","1","MINI LOADER",1979,"72",22
"6071","1","FORESTMEN'S CROSSING",1990,"194",210
"6073","1","KNIGHT'S CASTLE",1984,"187",416
"6074","1","BLACK FALCON'S FORTRESS",1986,"187",430
"6075","1","WOLFPACK TOWER",1992,"203",239
"6075","2","CASTLE",1981,"189",774
"6076","1","DARK DRAGON'S DEN",1993,"186",219
"6077","1","KNIGHT'S PROCESSION",1981,"189",49
"6077","2","FORESTMEN'S RIVER FORTRESS",1989,"194",360
"6078","1","ROYAL DRAWBRIDGE",1995,"201",259
"6079","1","DARK FOREST FORTRESS",1996,"191",469
"6080","1","KING'S CASTLE",1984,"199",679
"608","1","KIOSK",1971,"413",33
"6081","1","KING'S MOUNTAIN FORTRESS",1990,"190",438
"608","2","TAXI",1979,"85",25
"6082","1","FIRE BREATHING FORTRESS",1993,"186",406
"6083","1","KNIGHT'S TOURNAMENT",1981,"189",210
"6083","2","SAMURAI STRONGHOLD",1998,"434",198
"6085","1","BLACK MONARCH'S CASTLE",1988,"188",688
"6086","1","BLACK KNIGHT'S CASTLE",1992,"188",590
"6087","1","WITCH'S MAGIC MANOR",1997,"195",254
"6088","1","ROBBER'S RETREAT",1998,"434",281
"6089","1","STONE TOWER BRIDGE",1998,"434",410
"6090","1","ROYAL KNIGHT'S CASTLE",1995,"201",764
"609","1","AEROPLANE",1972,"412",28
"6091","1","KING LEO'S CASTLE",2000,"197",539
"6092","1","50 JAHRE IN DEUTSCHLAND",2006,"37",706
"6092","2","LEGO SPECIAL EDITION CREATIVE BUILDING TUB",2006,"37",706
"6093","1","FLYING NINJA FORTRESS",1998,"434",698
"6094","1","GUARDED TREASURY",2000,"197",103
"6095","1","ROYAL JOUST",2000,"197",103
"6096","1","BULL'S ATTACK",2000,"197",315
"6097","1","NIGHT LORD'S CASTLE",1997,"195",607
"6098","1","KING LEO'S CASTLE",2000,"197",538
"6099","1","TRAITOR TRANSPORT (WITH CAVE)",1997,"195",145
"6100","1","AQUASHARK DART",1998,"311",24
"610","1","VINTAGE CAR",1973,"397",39
"610","2","RESCUE HELICOPTER",1987,"466",35
"6102","1","CASTLE MINI FIGURES",1985,"202",36
"6103","1","CASTLE MINI FIGURES",1988,"202",38
"6103","2","KNIGHTS",1984,"202",25
"6104","1","AQUACESSORIES",1996,"314",27
"6105","1","MEDIEVAL KNIGHTS",1993,"202",37
"6107","1","RECON RAY",1998,"313",20
"6109","1","SEA CREEPER (WITH STINGRAY BASEPLATE, RAISED)",1998,"313",79
"6110","1","SOLO SUB",1998,"312",25
"611","1","POLICE CAR",1973,"421",19
"6111","1","STREET CHASE",2006,"120",193
"611","2","AIR CANADA JET PLANE",1988,"466",89
"6112","1","WORLD OF BRICKS",2006,"48",1004
"6114","1","200 + 40 SPECIAL ELEMENTS",2007,"48",242
"6115","1","SHARK SCOUT",1995,"311",28
"6116","1","BOX OF BRICKS",2007,"48",604
"6117","1","DOORS AND WINDOWS",2008,"48",100
"6118","1","WHEELS",2008,"48",106
"6119","1","ROOF TILES",2008,"48",150
"612","1","TIPPER TRUCK",1974,"416",23
"6125","1","SEA SPRINT 9",1995,"308",32
"6126","1","GOOD GUY 2008",2008,"324",26
"6127","1","BAD GUY 2008",2008,"324",29
"6128","1","FUNCTION 2008",2008,"324",22
"6130","1","DUPLO BUILD AND PLAY",2011,"504",100
"613","1","BIPLANE",1974,"412",18
"6131","1","BUILD AND PLAY",2011,"37",646
"6132","1","RED",2012,"506",15
"6133","1","RACE DAY",2012,"506",30
"6134","1","SIDDELEY SAVES THE DAY",2012,"506",38
"6135","1","SPY SHARK",1996,"311",60
"6136","1","MY FIRST ZOO",2011,"504",60
"6137","1","MY FIRST LEGO DUPLO SUPERMARKET",2011,"504",38
"6138","1","MY FIRST FIRE STATION",2011,"504",60
"6140","1","CRAB",1998,"313",78
